TJC3	195m 57ch	221m 68ch	LN922
TJG1	7m 69ch	9m 09ch	LN912
TJG2	0m 00ch	14m 06ch	LN912
TLA	33m 54ch	36m 67ch	EA1220
TLL	7m 60ch	32m 43ch	EA1390
TLP1	12m 38ch	13m 29ch	SO115
TLP2	12m 49ch	13m 35ch	SO115
TMD	9.381km	13.428km	SO410
TMD	9.381km	13.428km	SO430
TML	66m 27ch	68m 64ch	SO130
TNW	0m 00ch	0m 70ch	SC173
TOR	214m 43ch	222m 55ch	GW620
TOR	222m 23ch	222m 55ch	GW621
TRL1	0.000km	1.409km	SO400
TRL2	1.409km	21.264km	SO400
TRL3	21.264km	108.582km	SO400
TRL3	88.31km	90.39km	SO470
TRL3	90.39km	92.73km	SO480
TRL3	105.557km	107.000km	SO490
TRL4	18.864km	21.699km	SO440
TRL5	35.555km	37.581km	SO450
TSB	0m 00ch	17m 69ch	MD425
TSC	137m 43ch	138m 74ch	LN3279
TSE1	6m 73ch	6m 22ch	EA1290
TSE2	5m 41ch	5m 54ch	EA1290
TSJ	11m 49ch	12m 53ch	SW245
TSN1	119m 17ch	125m 27ch	LN3204
TSN2	119m 67ch	125m 27ch	LN3204
TSO	0m 00ch	6m 50ch	SC207
TSS	0m 04ch	0m 40ch	SC049
TTA1	168m 39ch	172m 16ch	NW9001
TTA1	172m 16ch	181m 00ch	NW9007
TTA2	42m 77ch	46m 24ch	NW9007
TTF	82m 67ch	92m 12ch	SW155
TTH	29m 55ch	60m 69ch	SO170
TTH	60m 69ch	62m 34ch	SO600
TUR	0m 00ch	0m 43ch	GW628
TWN	65m 20ch	70m 17ch	EA1110
TYB1	68m 32ch	71m 79ch	LN746
TYC	0m 00ch	1m 18ch	LN788
UCJ	0m 00ch	1m 24ch	NW4021
UDS	15m 55ch	16m 56ch	LN764
ULR	0m 00ch	0m 35ch	NW4023
UPG	0m 00ch	6m 56ch	EA1410
VIR	0m 00ch	79m 21ch	SO110
VOG	0m 00ch	18m 76ch	GW870
VON	12m 40ch	13m 53ch	GW820
VON	20m 68ch	27m 15ch	GW834
VON	33m 14ch	46m 66ch	GW892
VOT	18m 17ch	29m 40ch	GW910
VTB1	0m 00ch	10m 03ch	SO500
VTB2	9m 69ch	21m 37ch	SO500
VTB3	21m 31ch	50m 49ch	SO500
VWW	19m 08ch	24m 74ch	SW255
WAG1	47m 43ch	73m 52ch	LN882
WAG2	0m 00ch	0m 64ch	LN882
WAH	120m 47ch	148m 12ch	GW340 to 26 March 2021
WAH	120m 47ch	148m 12ch	MD940 from 27 March 2021
WAR	227m 27ch	227m 56ch	NW9907
WAT	43m 53ch	52m 70ch	SC091
WAW	6m 76ch	7m 07ch	EA1360
WAW	5m 72ch	6m 76ch	MD167
WBB	24m 05ch	28m 52ch	GW185
WBS1	1m 66ch	14m 64ch	NW6009
WBS2	14m 64ch	18m 04ch	NW6009
WBS3	18m 04ch	35m 27ch	NW6009
WCG	0m 00ch	0m 28ch	MD125
WCI	0m 00ch	2m 61ch	LN638
WCK	0m 18ch	161m 35ch	SC203
WCL	1m 00ch	2m 74ch	MD136
WCM1	0m 00ch	12m 30ch	NW4001
WCM1	12m 30ch	84m 08ch	SC001
WCM2	84m 08ch	102m 27ch	SC001
WCS	9m 46ch	9m 66ch	SO515
WDB1	0m 14ch	13m 33ch	NW3007
WDB2	14m 02ch	14m 15ch	NW3007
WDB3	0m 09ch	14m 02ch	NW3007
WDJ	0m 15ch	1m 16ch	MD360
WDU	0m 00ch	1m 64ch	LN145
WEB	79m 34ch	92m 58ch	LN170
WEE	185m 49ch	187m 10ch	NW1021
WEF1	1m 62ch	2m 58ch	MD125
WEL1	6m 56ch	8m 77ch	GW174
WEL2	8m 65ch	9m 07ch	GW175
WES	94m 44ch	97m 02ch	GW500
WEY	111m 18ch	114m 44ch	GW500
WEY	116m 52ch	129m 50ch	GW500
WEY	104m 40ch	109m 54ch	GW510
WEY	96m 10ch	104m 40ch	GW523
WEY	109m 54ch	111m 18ch	GW560
WEY	114m 44ch	116m 52ch	GW570
WEY	129m 50ch	130m 00ch	GW590
WEY	130m 00ch	162m 14ch	SW175
WFL	0m 17ch	0m 67ch	MD166
WGP	95m 37ch	96m 07ch	LN3231
WHC1	1m 69ch	24m 00ch	EA1480
WHC2	11m 54ch	13m 48ch	EA1480
WHC3	45m 64ch	46m 42ch	EA1480
WHL	-0m 01ch	99m 37ch	SC141
WHM	122m 70ch	124m 19ch	LN3267
WHR	63m 25ch	64m 29ch	LN748
WIG	85m 78ch	93m 15ch	EA1570
WIN	18m 36ch	21m 20ch	GW184
WIS	29m 13ch	45m 42ch	EA1060
WJB	20m 36ch	32m 76ch	SO600
WJK	29m 41ch	33m 16ch	NW8009
WJL1	174m 22ch	182m 67ch	NW2001
WJL2	182m 67ch	186m 72ch	NW2001
WJL3	186m 72ch	191m 75ch	NW2001
WJL4	191m 75ch	193m 52ch	NW2001
WJP1	30m 12ch	33m 56ch	NW3023
WJP1	28m 23ch	30m 12ch	NW3025
WJP1	39m 31ch	40m 56ch	NW9013
WJP1	33m 56ch	35m 64ch	NW9017
WKC	0m 00ch	3m 54ch	LN802
WKL1	18m 04ch	19m 48ch	NW6015
WKL2	19m 09ch	29m 41ch	NW6015
WKL2	19m 09ch	28m 55ch	NW6015
WKL2	28m 55ch	29m 41ch	NW8009
WLL	4m 15ch	6m 19ch	MD166
WLL	0m 63ch	6m 19ch	SO250
WLL	0m 00ch	0m 63ch	SO257
WLL	2m 40ch	3m 42ch	SW220
WMB	0m 09ch	0m 43ch	EA1310
WMB	0m 00ch	0m 09ch	MD160
WME	0m 00ch	7m 26ch	LN830
WME	7m 26ch	10m 17ch	LN828
WMS	43m 70ch	44m 13ch	SO155
WMY	86m 20ch	87m 41ch	EA1375 intended from 1 December 2022 but not adopted
WMY	86m 20ch	87m 41ch	EA1575 from 2 July 2023
WNS	0m 00ch	2m 62ch	MD232
WNS	2m 62ch	15m 31ch	LN3232
WOA1	0m 00ch	0m 68ch	NW2011
WOP	35m 15ch	36m 04ch	MD560
WPH1	24m 62ch	66m 18ch	SW110
WPH2	37m 25ch	45m 36ch	SO520
WPH2	37m 25ch	45m 36ch	SW110
WPS	14m 40ch	18m 08ch	NW4009
WRO	0m 03ch	1m 62ch	SC197
WSA	0m 00ch	6m 45ch	MD130
WSB	0m 00ch	3m 22ch	LN706
WSJ1	142m 79ch	143m 52ch	MD801
WSJ2	143m 02ch	170m 46ch	MD801
WSJ2	170m 46ch	199m 00ch	GW731
WSJ2	199m 00ch	212m 02ch	NW3005
WSM	135m 12ch	139m 05ch	GW107
WTH	6m 15ch	6m 41ch	SO658
WTQ	168m 35ch	169m 65ch	SW168
WVL	1m 02ch	14m 20ch	GW770
WWD	84m 08ch	89m 71ch	SC011
WWK	0m 00ch	0m 26ch	LN850
WYE	0m 00ch	1m 13ch	GW704
WYL	94m 76ch	95m 30ch	GW520
WYM	58m 52ch	62m 15ch	LN3201
WYS	0m 00ch	10m 03ch	SC067
XRC	0.000km	11.425km	XR001
XRE	11.333km	14.994km	XR001
XRS	11.333km	25.294km	XR002
XTD	0m 00ch	76m 36ch	SO130
YAT	119m 75ch	121m 28ch	GW400
YAT	119m 75ch	121m 28ch	GW401
YDS	15m 17ch	15m 71ch	LN762
YJP	0m 00ch	1m 12ch	SW178
YKR	0m 00ch	4m 73ch	SC125
YMS	0m 00ch	42m 06ch	LN880
ZZE7	0m 27ch	0m 51ch	SC137
Appleford stone terminal - no ELR	54m 53ch	&ap;55m 24ch	GW254
Keypoint Euroterminal - no ELR	74m 48ch	&ap;75m 18ch	GW468
Llanwern steel works - no ELR	153m 05ch	156m 03ch	GW710
Margam down goods line - no ELR	200m 63ch	201m 20ch	GW887
